isimler,linkler,tarihler,aciklamalar
Halka,https://www.imdb.com/title/tt9471962/?ref_=sr_t_133,2019,"Two different young men coming together from different places stand side by side and fight against a conspiracy. They go after a past that doesn't leave behind. They bring to account of old notebooks, dirty cases, big and small lies. They're in a life with the Mafia, money, intrigue. They face against Halka, the terrifying face of which they have yet to know."
Bay Yanlis,https://www.imdb.com/title/tt12453442/?ref_=sr_t_134,2020,"Wealthy restaurant owner Özgür prefers casual dating to serious relationships. Ezgi wants to get married, but she only ends up being used by men. Özgür agrees to give her dating tips so her next relationship with Serdar would work out."
Emanet,https://www.imdb.com/title/tt12562262/?ref_=sr_t_135,2020– ,"Kevser grew up in a humble and poor neighborhood and after she becomes the bride of the son of the wealthy Kirimli family, her father cuts all ties with her as he does not approve of this marriage."
Üç Kurus,https://www.imdb.com/title/tt14810626/?ref_=sr_t_136,2021–2022,"When a serial killer stalks a Romani neighborhood, a hardboiled police captain teams up with a Gypsy crime boss to bring the killer to justice."
Ben Bu Cihana Sigmazam,https://www.imdb.com/title/tt20248498/?ref_=sr_t_137,2022– ,"Cezayir decides to avenge his brother, who worked for the state and was victim of sabotage, begins a new life by faking his death but after a while he must return to his past life."
Sarmasik Zamani,https://www.imdb.com/title/tt23396714/?ref_=sr_t_138,2023,"A murder had been committed in Eden Garden Estate, no one could believe it. Because on this site, people lived a quiet, calm and luxurious life. The residents of the site were known either for their fame through their professions or for their wealth directly from the family. No one had big troubles or fights in life. As it was, they lived an honest life... Until a woman named Arzu moved to the site. With the arrival of Arzu, all the balances in the site would be turned upside down, happy marriages would be destroyed by big fights, close friends would become enemies, the healthy psychology of children would deteriorate, and no one would trust anyone. But neither Arzu nor the people on the site knew what was going to happen... The police investigating Arzu's murder will witness the entangled criminal relations, the anger born of jealousy, forbidden relations, lies told on this site, while questioning these relations, which have turned into a vine. he would see their true face... No one was who he seemed to be, but one of them was a murderer and he wouldn't stop until the police got to him."
Doğduğun Ev Kaderindir,https://www.imdb.com/title/tt11100380/?ref_=sr_t_139,2019–2021,The house where you were born even decides who you love and who you marry. First the mothers take the pen in his hand and start writing.
Uyanış: Büyük Selçuklu,https://www.imdb.com/title/tt12632132/?ref_=sr_t_140,2020–2022,"The war of the Great Seljuk Emperor, Meliksah and her loyalist, Sencer against Hasan Sabbah, who is sworn to destroy the Seljuks."
Dilek Tasi,https://www.imdb.com/title/tt22869606/?ref_=sr_t_141,2023– ,A very wealthy family in the 1980s is forced to adopt the daughter of man who is on trial with the death penalty.
Afili Ask,https://www.imdb.com/title/tt10324306/?ref_=sr_t_142,2019–2020,"Slanderous accusations force Ayse to marry Kerem, a well-known, rich, handsome playboy."
Kördügüm,https://www.imdb.com/title/tt5303668/?ref_=sr_t_143,2016,"Ali Nejat Karasu is a former race-driver and a playboy turned into a businessman. He runs Karas Holdings which is part of a group his father built while making a fortune in ship building. His real passion is still cars and he dreams of launching a new car. While on business trip in Italy with his friend Ayhan, they come across Naz."
Merhamet,https://www.imdb.com/title/tt2716158/?ref_=sr_t_144,2013–2014,A successful lawyer meets her lost childhood love after 13 years of deserting her poor hometown and abusive family. That encounter forces her to reconcile with her traumatic past and search for her lost family and their tragic fate.
Aldatmak,https://www.imdb.com/title/tt19496062/?ref_=sr_t_145,2022– ,"He is a distinguished, respected family court judge. She is an honest and principled woman who has saved many marriages from destruction, made sure that many children receive the affection and love they deserve, and has always been on the side of justice."
Camdaki Kız,https://www.imdb.com/title/tt14014086/?ref_=sr_t_146,2021–2023,"Nalan, who seems perfect from the outside, is being severely abused by her mother. Sedat, one of the richest men in Turkey, proposes to her. But her husband and family, who seem perfect from the outside, are not normal either."
Kurt Seyit ve Sura,https://www.imdb.com/title/tt3467380/?ref_=sr_t_147,2014,"The love story of Kurt Seyit, a Crimean Tatar army major, and Sura, a rich Russian woman during the Russian Revolution and in the last days of the Ottoman Empire."
Bir Küçük Gün Isigi,https://www.imdb.com/title/tt21105044/?ref_=sr_t_148,2022–2023,Sometimes the bad happen to make way for the good. (Destiny)
Tuzak,https://www.imdb.com/title/tt21741266/?ref_=sr_t_149,2022–2023,"In a world where it is hard to tell who is good and who is bad, what is real and what is fake, these three brothers, united by a common goal, will discover that they are not as connected as they thought."
Gönül Dağı,https://www.imdb.com/title/tt12872884/?ref_=sr_t_150,2020– ,"Battling with limited resources, a wonderful invention made by Taner, who dreams of one day reuniting with his childhood love Dilek, and his two cousins pave the way for an unforgettable turn of events."
Yemin,https://www.imdb.com/title/tt9826628/?ref_=sr_t_151,2019–2022,"Reyhan was born in the countryside; is a modest, young and beautiful girl who grew up in traditional style. Reyhan remains an orphan after her mother's death, and her life changes at an unexpected point."
Çalikusu,https://www.imdb.com/title/tt3142876/?ref_=sr_t_152,2013–2014,Feride became orphaned as a child and is forced to attend a boarding school while also visiting her aunt during breaks and vacations. During this time she has fallen in love with her charming older cousin Kamran.
Gelsin Hayat Bildigi Gibi,https://www.imdb.com/title/tt20835764/?ref_=sr_t_153,2022–2023,"Leaving his dirty past behind, Sadi Payasli, who is appointed as a geography teacher at Karabayir High School, crosses the path with five young people from the reformatory."
Kalp Yarasi,https://www.imdb.com/title/tt14404174/?ref_=sr_t_154,2021–2022,"Ferit, who is about to marry Hande, the daughter of the Varoglu family, is confronted with the facts before the wedding and his world is turned upside down."
Seviyor Sevmiyor,https://www.imdb.com/title/tt6301288/?ref_=sr_t_155,2016–2017,"Deniz and Yigit were close friends until Yigit moves to america. After many years , Yigit is back and wants to meet Deniz. But will Deniz introduce herself to him ot not!?"
Payitaht Abdülhamid,https://www.imdb.com/title/tt6536562/?ref_=sr_t_156,2017–2021,The fight of Abdulhamid II to keep Ottoman Empire and Caliphate alive.
Adini Feriha Koydum,https://www.imdb.com/title/tt1826071/?ref_=sr_t_157,2011–2012,"Feriha is a poor doorman's daughter. She lies about her identity when she goes to college. A rich playboy also begins to fall in love with her. Feriha's mother, Zehra, tries to protect her daughter from ruining her life."
Börü,https://www.imdb.com/title/tt7146600/?ref_=sr_t_158,2018,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
Avlu,https://www.imdb.com/title/tt7923832/?ref_=sr_t_159,2018–2019,"After a fateful domestic clash, a devoted mother Deniz Demir (Demet Evgar) finds herself in prison and fighting to survive in hopes of reuniting with her daughter."
Babil,https://www.imdb.com/title/tt11138216/?ref_=sr_t_160,2020,"The series explores the life of Irfan, an idealistic professor who is upset by his unfair dismissal and is trying to care for his sick son. As the doors close one by one, Irfan finds himself in the middle of a dark adventure that he can't escape."
Fazilet Hanim ve Kızları,https://www.imdb.com/title/tt6756704/?ref_=sr_t_161,2017–2018,"Story of Fazilet's money lust and her kids Ece and Hazan. Hazan, has a crush on spoiled Sinan and after a tryst - hates his bro Yagiz. So, while Yagiz falls deeply for her, a forbidden love, will Hazan learn true love from infatuation?"
Zalim Istanbul,https://www.imdb.com/title/tt9910728/?ref_=sr_t_162,2019–2020,"Seher starts working at Agah Bey's house with her children. Curious love triangles form between the children of the two families, and the terrible secrets in the mansion begin to be revealed."
Yaprak Dökümü,https://www.imdb.com/title/tt0856757/?ref_=sr_t_163,2006–2010,The travails of a tightly knit family that moves to Istanbul.
Fatma,https://www.imdb.com/title/tt11961378/?ref_=sr_t_164,2021– ,"As Fatma sets out to search for Zafer, she commits an unexpected murder and she has to keep killing in order to survive."
Dünyayla Benim Aramda,https://www.imdb.com/title/tt17678852/?ref_=sr_t_165,2022– ,"Ilkin worries that her boyfriend, a famous actor, is no longer in love with her. One day, she decides to reach out to him from a fake social media account and almost creates the woman who can seduce her lover with her own hands."
Gaddar,https://www.imdb.com/title/tt30461250/?ref_=sr_t_166,2024– ,
Benim Adim Melek,https://www.imdb.com/title/tt10882988/?ref_=sr_t_167,2019–2021,Melek will rebuild her life with her family and children. Melek is struggling to survive with her three children.
Bodrum Masalı,https://www.imdb.com/title/tt5994796/?ref_=sr_t_168,2016–2017,"A drama about a family whose father was in debt. After they lose everything, they move to Bodrum where the parents had been born. They struggle to save the father from the police."
Kader Baglari,https://www.imdb.com/title/tt28334630/?ref_=sr_t_169,2023,"The story of the passionate, crazy love of two young people whose paths intersect in a vineyard; It is about the test of love and struggle of Kerem and Sevda, people of two different worlds."
Karadayi,https://www.imdb.com/title/tt2339608/?ref_=sr_t_170,2012–2015,The Kara family's life is turned upside down because of a wrongful accusation that results in the imprisonment of Nazif Kara for a murder he didn't commit.
20 Dakika,https://www.imdb.com/title/tt2544148/?ref_=sr_t_171,2013,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.
İstanbullu Gelin,https://www.imdb.com/title/tt6462806/?ref_=sr_t_172,2017–2019,"Süreyya, a young and beautiful singer, involves to the life of rooted Boran family of Bursa as a wife of the oldest son Faruk and all the family's secrets begins to uncover."
Kiraz Mevsimi,https://www.imdb.com/title/tt4015496/?ref_=sr_t_173,2014–2015,Öykü and Ayaz met coincidentally. Then fate begins to brings them together.
Meryem,https://www.imdb.com/title/tt7224504/?ref_=sr_t_174,2017–2018,"In the aftermath of an accident, a naive girl finds herself torn between an unscrupulous prosecutor and a vindictive plaintiff."
